path,sentence
common_voice_sw_36689546.mp3,mwaka elfu mbilili saba alifanya ka kamafisa katika chuo kio cha kichi
common_voice_sw_35684004.mp3,kite alichaguliwa kuwabunge wa dagamoyo
common_voice_sw_28762972.mp3,ni mtoto wa julius nyerere rais wa kwanza wa tanzania na baba sef
common_voice_sw_36465393.mp3,ya kuishi ma hii taifakia
common_voice_sw_37663562.mp3,shanganya viazi vilivyokuwangwa kwenye makuli
common_voice_sw_31413414.mp3,nafasi hii ilinayoyo hapa ma sila itangewezesha kuhakikisha teknolojia itaweza kuele jinsi sisi tunavyoongea
common_voice_sw_31161370.mp3,flaviana mata ali mwana mitindo maarufu sana
common_voice_sw_27788620.mp3,ni maarufu sana kwa nchini humo na nje ya nchi ya utuki
common_voice_sw_35895496.mp3,ye ame amerejeshi kuoni msimizi mkuu wagomadoma
common_voice_sw_30167734.mp3,kwanichini ya kwadochetu
common_voice_sw_30167735.mp3,kwa sababu wengi wengi wanatia kufanya kupu baka
common_voice_sw_31463609.mp3,kubena na wachinga ni wapa kazi sana
common_voice_sw_35774397.mp3,ujerumani unashukukuwa wanaopanda mashambulizi hayo
common_voice_sw_28451276.mp3,amejulikana sana kwa kasi yake na uwezo wa kifundi
common_voice_sw_28691927.mp3,uchumi wa mambolia kutegemea hasa mi bodi na ufugaji
common_voice_sw_31382558.mp3,zina lake ambalo linatokana mto tavo ambao unatika kutoka magharibi
common_voice_sw_31255631.mp3,hapa ndipo lilipoanza kuwa na hamu ya kufanya kazi na jamii za te teknolojia
common_voice_sw_31255632.mp3,wema hazi
common_voice_sw_33388871.mp3,zote zijaribu kuga michuano ya ushirika wa kwanza inayopatikana
common_voice_sw_37865333.mp3,kinza hudumaduma za usafiri kilimathichi
common_voice_sw_37865884.mp3,bunge na afrika mashariki nahakamama zaki za da ya kuuhusu zanzi
common_voice_sw_30720343.mp3,ujerumani aliter zalifaulu kupata mkataba ushirikiano na tabata
common_voice_sw_30720345.mp3,unaweza kukiria kubwa nayecheza eneo la madara
common_voice_sw_28758906.mp3,alizaliwa natosa kati ya mana
common_voice_sw_29944765.mp3,mapanti walimmsaidia nyerere kusoma ualimu katika chuo cha makerere
common_voice_sw_35895538.mp3,falia hizi zikomani kabisa kape koo na kwa mbili mila za juyais
common_voice_sw_28259111.mp3,pia amewahi kufundisha na kufanya kazi katika shukuu mbalimbali duniani kote
common_voice_sw_28259113.mp3,chambulicho hutengezwa kwa mturaini
common_voice_sw_35187304.mp3,biashara yanda wa mbi
common_voice_sw_35087488.mp3,che cha mumewe na
common_voice_sw_34992266.mp3,pungufu wa kinga mwilini unasababishwa na virusi vya ukimwi
common_voice_sw_29987951.mp3,aliyekuwa na jumla ya wanawake wanne hukumama yake neson
common_voice_sw_30557187.mp3,meganda na viso vya walibaki na maeneo ya
common_voice_sw_35080923.mp3,katika serikali ya ku za mitaa pamoja na kutoa mongozo kwa sekta binafsi
common_voice_sw_35080974.mp3,wanafunzi wapiga kilele darasanina
common_voice_sw_30667028.mp3,serengeti inapakana na hifadhi ya masai mara ya nchini kenya
common_voice_sw_37057100.mp3,damu nizito kuliko machi
common_voice_sw_37058174.mp3,nitenge na we
common_voice_sw_28815915.mp3,wapo watu pia ambao hutumia seyansi kujaribu kuboresha maisha ya watu wote kwa ujumla
common_voice_sw_28815923.mp3,nyuma yake kuna sehemu ya si na ndani
common_voice_sw_37209553.mp3,0
common_voice_sw_37263633.mp3,mkuu wa majeshi ya nchi nchini wa hiendeda kalianzisufa
common_voice_sw_37263639.mp3,rais mwaka elfu mbili na m ga joseph kamili alijitahidi kumaliza hali ya vitas
common_voice_sw_37263769.mp3,kupitia mafunzo ya uchumi mabe na elimu watu wengi wamera
common_voice_sw_37225087.mp3,amezalewa marekani hakubaliana najikuajingwa
common_voice_sw_31100785.mp3,ni nneko barabara za kwawani labadilisho ili
common_voice_sw_37085714.mp3,tikikisha kwenye chumba cha ba gha na maki
common_voice_sw_36040408.mp3,muziki imepata na fishi la bmbo
common_voice_sw_35774924.mp3,makini kusemanya ha chuo kikuu chambo
common_voice_sw_31292714.mp3,0
common_voice_sw_28246162.mp3,ndio wafiadini wa kwanza kusini kwa sahara kuishimiwa na kanisa ali ka mtakatifu
common_voice_sw_30666022.mp3,kutokana na kuwapo hatariria kutoweka kusima shughuli za kibinadamu
common_voice_sw_31081366.mp3,m kamajuambo zibaende kuwa sa wamia vi mmoja asiojakulati siku hi
common_voice_sw_31081519.mp3,baa baadhi ya misitutunye mi ya yaka
common_voice_sw_31081559.mp3,saadani ni papataradiso na matalia ya samaki aina ya kasi
common_voice_sw_35895771.mp3,wa sawa na vivyo amba itakuwa nipata na kuchukuwa imesha ubingwa mwaka huu
common_voice_sw_37664648.mp3,hapo kwa muzi huo juu zaidi kutoka dola milioni ishirini na tisa
common_voice_sw_35085574.mp3,mto anavuru wa kujiza katika sababu zake
common_voice_sw_37664772.mp3,tumbo pembeni ha dakika ishirini
common_voice_sw_37665361.mp3,kuongezamficha kwenye mchanganyikoko vianzilishe
common_voice_sw_31290543.mp3,matamshi ya wenyeji na ya kusuliwa katika wayaingelezo ya asili
common_voice_sw_31290675.mp3,kauli ilikuwa bandari minu katika pwani ya afrika mashariki
common_voice_sw_37663815.mp3,huweka kwenye siku
common_voice_sw_36447337.mp3,yapo ni mbaya katikajia zachi
common_voice_sw_36448599.mp3,walimu wakoda za leo
common_voice_sw_31643557.mp3,kuna a idadi kubwa ya wanyamapori serengeti pamoja na masai mara
common_voice_sw_35988684.mp3,ni mmoja wa wadiplomasia wabobezwa nchini humo
common_voice_sw_35988951.mp3,inayoshumwa kwa kamba katika umbo la kufanana na tuse
common_voice_sw_37215632.mp3,mkuyofanyika tarehe thelathini na moja o kusomaba
common_voice_sw_37215633.mp3,kwajia hi wakawawa wa la wameto mchango
common_voice_sw_31081000.mp3,barafu ilipotea kabisa juu ya kilimanjaro
common_voice_sw_37224620.mp3,0
common_voice_sw_37225028.mp3,zi
common_voice_sw_37087709.mp3,ni nike
common_voice_sw_35774926.mp3,saka amekakimbiza mkulimachi
common_voice_sw_35775041.mp3,wa lugha zao ka makabila haya wakubwa malini ya mkoa mara
common_voice_sw_35895536.mp3,kwandani maana hasi ya mada ya kuza ha aki mwingi leongalia leo
common_voice_sw_30605747.mp3,mfano wa pili masomo b ndege katika chuo kikuu cha nabara nchini hispania
common_voice_sw_30605749.mp3,pamoja na umboshi kuikuwa ki na hatajira hali sehemu mbili ama kilimanjaro
common_voice_sw_37213340.mp3,kufulataka kununua ndege ya kirani
common_voice_sw_30644719.mp3,dajiji moja ya kuhusu wamasaini kwamba kina kijanatakiwa ku si
common_voice_sw_30644721.mp3,kukuta wageni wanaotokajili ya mataifa hayo na kuingia nchinini
common_voice_sw_35086112.mp3,timu ndilo na lambo la nyingine kwa muda wote huo
common_voice_sw_30642132.mp3,ambayo ilifaniwawa kama kiwango charipipita
common_voice_sw_31292345.mp3,michuano ya kombe la duniapokaribia pia mchezajina nichu
common_voice_sw_30562205.mp3,wanaume kabisa kila aina mapendakiwa zaidi ya mwiigizaji na ku kihindi ali maarufu
common_voice_sw_35866695.mp3,alikuwa mulimu mwenyestorianye kuvutia
common_voice_sw_35867396.mp3,ili ku kabisa kwa sababu sarafu ya ushaina
common_voice_sw_34189798.mp3,iko upandeposaidia mtu ku katizo yake mbambani
common_voice_sw_35087513.mp3,hali lakinini nigelea ku mba zaidi kwa maana kwamba
common_voice_sw_35085955.mp3,eendelevu katika nchi zotemiina ya uchafuzi wake
common_voice_sw_34800225.mp3,ki nicha
common_voice_sw_34800443.mp3,mkoa huo wa kagera likuwa unaitwa ziwa maghahariribi
common_voice_sw_37217908.mp3,kila siku hi hundika
common_voice_sw_37219033.mp3,afrika kusini ni moja ya mataifa yenye mvuto pamoja na maendeleo ya kuliko
common_voice_sw_31293052.mp3,ambacho kianzishwa kuwasaidia kina baada kujiunga na nyanja tofauti tofauti za tek teknolojia
common_voice_sw_30657932.mp3,sha nne ya mfano wanafunzi wote waliofanya vizuri
common_voice_sw_30617593.mp3,safari ya ku bwa na mlima meru hakushuka huchukua si chini ya siku nne
common_voice_sw_28720732.mp3,tatishi ya kwanza duniani kutunza kwagramu ilikuwa inaitwa manchesterntina la utani mtoto
common_voice_sw_30624520.mp3,rekodi zinaoonyesha kuwa katika msimu wake wa kwanza alifunga bao moja tu
common_voice_sw_37213868.mp3,zilitumika nanzibarzuri sita kuariwa hadi yashasa
common_voice_sw_37218062.mp3,mantiba na yesu
common_voice_sw_35146658.mp3,hatifungani zinavyo ndani ya mwaka mmoja
common_voice_sw_35146814.mp3,hakuna hakunana nasema
common_voice_sw_35087065.mp3,koo nyingi za wajita pamoja na baadhi ya koo
common_voice_sw_30623682.mp3,kwa sababu watauwa soka watajua tu ni ktasichota chama
common_voice_sw_35146196.mp3,tangu kale watu wamekutana kwa mashindano makubwa ya michezo
common_voice_sw_36379125.mp3,alinzi wase kusemakweli
common_voice_sw_35250266.mp3,dalili zingine zinajitokeza baada ya kupata maambukizi
common_voice_sw_35250703.mp3,karibu tena msizaji ji langu ni vicha asho na maafisa wa kisia nchini human
common_voice_sw_31437581.mp3,tokwisimaonyesha kwa idadi ya wachagga ni watu milioni lige
common_voice_sw_31437609.mp3,wanapawa na wazee watakuwanao la ma mambo makubwa zaidi
common_voice_sw_37663511.mp3,kilimo cha vzishe
common_voice_sw_37664961.mp3,mlima si mmoja baada anaponyewe damu lingine
common_voice_sw_35189784.mp3,sabashakuwa katika serikali nacha maji
common_voice_sw_30604851.mp3,e eneo la latambiko kulingana na mila na tamaduni zao
common_voice_sw_30604854.mp3,waziri mkuu alimfua pekeke katika kajalili hiyo
common_voice_sw_30580865.mp3,hutu wanaweza kushangazwa na mapembezi yake
common_voice_sw_30580887.mp3,makocha wengi wananapengeneza vijana kutoka chini
common_voice_sw_31501530.mp3,nabha akimaanisha kuwa walinyeji mapara
common_voice_sw_28260337.mp3,na lake li inatokana na mto kagerara
common_voice_sw_28260490.mp3,kabila la bulanda wanamaishi juu njiama ya nduchi yao
common_voice_sw_30623865.mp3,watoto wamekula chakula cha chami
common_voice_sw_30635666.mp3,anafapata na ja kuzungumza kiswahili
common_voice_sw_35155400.mp3,mkopo huo unatumla kubenki vya biashara
common_voice_sw_35155437.mp3,kwa uchazi wa malalamiko ya uchazi wa mwezi sitenga
common_voice_sw_36038435.mp3,wanamuziki haowa walimba saba na saa
common_voice_sw_36039828.mp3,adhi na ki mawasiliano inatumika pia makala
common_voice_sw_36040526.mp3,sena ya uchumi wangi napishwa na buli
common_voice_sw_30612183.mp3,ara nyingiji mwanam m mlima kilimanjaro
common_voice_sw_30612215.mp3,zilizowafanya waa afrika washindi kupigana naoo vi na kupata ushindi
common_voice_sw_37217631.mp3,wasai ilinda mkono zanzibar katika kufikia ndoto yake ya kutengeneza uchumi wa bulu
common_voice_sw_36441562.mp3,washiriki wa mahojiano wanaoja na michi kabisa
common_voice_sw_36441688.mp3,nyle hizi hu upako mafuta ya wanyama na mchanga wa mwekundu
common_voice_sw_36688834.mp3,na waziri mkuu zajeru mwaupe zi weli
common_voice_sw_28230008.mp3,kwa hiyo kila baada ya miaka mitano kuna uhaba wa chakula
common_voice_sw_28230021.mp3,tazama kusha ku kwa habari zaidi
common_voice_sw_28230024.mp3,alisema kuwa mwanamki anaweza wa kufanyadumamla ya kikikishi
common_voice_sw_28230041.mp3,to tofauti nyingine kunea sana kwa ajili yaislamu
common_voice_sw_37213764.mp3,yana ina ma amese moja namingizabadiliko higele maja nyumba na vi jabusa
common_voice_sw_29239914.mp3,fupi chake rasmi kufuatana na hukia ni kwauti
common_voice_sw_29241581.mp3,mabadiliko hayo yalikuwa ya kisiasa kiuchumi na kijamii
common_voice_sw_29297340.mp3,hakuna hospitali ya o uma isipokuwasta nychizo binafsi
common_voice_sw_29307297.mp3,alianza kazi yake kara kama migizaji wa kibiashara
common_voice_sw_34991320.mp3,makamu wake wa rais alikuwa john daz alizaliwa tarehe ishirini na mbili mwezi wa
common_voice_sw_34993805.mp3,boresha kifu tayari leni masababi alisafiri kukikisha
common_voice_sw_30574413.mp3,sini uwezekano wa kupatikana mwingine kama ye
common_voice_sw_36363938.mp3,walenchi na wana uhakika wa kupata chochote
common_voice_sw_36367207.mp3,fanya huyo anazo sapi sana rangi nyeupe
common_voice_sw_36384080.mp3,ya kuondoa umasikini na ukanda mwizaji ni mapinduzi
common_voice_sw_30342238.mp3,nawekasemamo kwamba ki ezi
common_voice_sw_30342541.mp3,kwa gason na midumu na manchester uniri kwa miaka ishi na sita
common_voice_sw_34991705.mp3,alidai uaondoshaji waa haraka wa dola la uingereza nchini ind
common_voice_sw_34992563.mp3,akizungumza katika sherehe kuandaaka elfumbili
common_voice_sw_34993244.mp3,jato hamweeleza ku una watu wamezunguka tatakayo yake
common_voice_sw_34993667.mp3,kutokana na umaarufu wake eneo hilo lilikuwa kivutio kibwa cha watu
common_voice_sw_37084013.mp3,nisema wazo wa nchi ya aina hi msaadalida titi katika bajeti ya
common_voice_sw_31106990.mp3,fainali babaga koo
common_voice_sw_31107120.mp3,me za kakao zilishuka sana na hapo alikosa pesa
common_voice_sw_31107198.mp3,ha hata hivyo wanaamini kuwa si kila mtu atafika uli ulimwengu mpya na kuoona utukufu
common_voice_sw_30558226.mp3,kwa kusudi la kuzuia biashara ya watumwa walikuwahi kulenda bagamoyo
common_voice_sw_34974799.mp3,alikamatwa katika wilaya ya m mkono wa sasa
common_voice_sw_34974810.mp3,alidhibiti jeshi lake la ulinzi na ibara ya uhamiaji
common_voice_sw_34974811.mp3,aaonge kwambaganda haitendi haki
common_voice_sw_35989422.mp3,kwambali mbele yake aliweza kummuonazugu akiwa kando ya mtu amegelea pi kipi kikubwa
common_voice_sw_36035121.mp3,niza amekale
common_voice_sw_28315534.mp3,abari na maisha yake kamatoto tanzanika
common_voice_sw_28315670.mp3,mi ningine ya wadawa ni b walumu
common_voice_sw_37663235.mp3,kikumbe cha chai niwili vya ma hamsini ya una wa soya
common_voice_sw_37664713.mp3,mwiko ujauzito viazi
common_voice_sw_37664974.mp3,ju muvyo utambulizi kabla ya ta si
common_voice_sw_35851384.mp3,jamiinuko na magondini kando kabndo ya mito huliwa kwa ushirika unaitwa nchi ta pia hulima
common_voice_sw_35851431.mp3,utakuwa wakisaidia kuleta vi
common_voice_sw_36085017.mp3,bib na na
common_voice_sw_36085068.mp3,ma alikabisha na naziko kukiwa wakati wa mibwa
common_voice_sw_36085071.mp3,bi mambo ya matukee
common_voice_sw_34347233.mp3,waje woke chini ya mamlaka yake akavamia sehemu za uturuki
common_voice_sw_34347268.mp3,serikali ya tanzania na malawi waliingia kwenye mgogorolu wa mipaka
common_voice_sw_35250348.mp3,hilo jinyameawahiki
common_voice_sw_35250378.mp3,romali
common_voice_sw_31463201.mp3,wanyamakundi makubwa mawili ya waluguru
common_voice_sw_31463202.mp3,ni tofauti na chanya barcelaha mpiganaji ya si na binafsi
common_voice_sw_30682125.mp3,taifa lilikuwa changa hilo lilihitaji mabadiliko makubwa
common_voice_sw_29160488.mp3,anaheshimiwa na kanisa katoliki waorthodoksi waorthodoksiksi wa mashariki watheli wa waajulikana kama mtakatifu mfiadini
common_voice_sw_29258740.mp3,sichanganywa na kiwalai walai wafini kwa i
common_voice_sw_29259301.mp3,kwa sababu hiyo hiyo ni pia lugha ras mojawapo umoja ulaya
common_voice_sw_36107077.mp3,muziki wingi ardhiniko
common_voice_sw_34974120.mp3,katika hotuba yake uchumi ndiyo itakuwa mada ku
common_voice_sw_37663653.mp3,vizimilishe nija yake kuliwa mbai na virutubisho vingi
common_voice_sw_37663766.mp3,ya zilisha husaidia kuwa mama wajawazito na wanaonyesha
common_voice_sw_37664081.mp3,mi mlima vipambe vya vianzo vi kukata kwenishukuria
common_voice_sw_37665282.mp3,kaushaniianzishi vyako
common_voice_sw_28686714.mp3,kupata mayai mengi kwa wakati mmoja
common_voice_sw_28686770.mp3,kara silikuwa kubwa
common_voice_sw_28686806.mp3,hitate sakawa bewahili na kiingereza
common_voice_sw_30574586.mp3,ametangaza kwamba atahamisha asilimia nne ya hicha zake za amamazon kwa m mtaka wake
common_voice_sw_28686931.mp3,aliwahi kucheza ti ya taifa yageria
common_voice_sw_29944210.mp3,mtoto wa pili miongoni mwatoto tisa wazazi waliompita cast hauli
common_voice_sw_31389823.mp3,stastaili hii asili yake n chiniholanzi
common_voice_sw_31444175.mp3,mwaka elfu moja mia tisa si sitini na mbili
common_voice_sw_30623546.mp3,ili kubarikiwa wachangazi na kwaowa wataendesha shughuli zao
common_voice_sw_30623795.mp3,inawezekana vitu mama kweli afanya hivi padakweliki
common_voice_sw_37216167.mp3,mandaame za mbege yangu
common_voice_sw_37218246.mp3,ye ni bebe ni pavile ma vile yakiwasa kina
common_voice_sw_37224729.mp3,mi jumea ta nanicha tatutumia mana hawajachambea wa kiloli
common_voice_sw_30709963.mp3,japa kwa kipindi vya kimila hi ju na desturi zingiviliwa
common_voice_sw_30709995.mp3,aliwahi kuwa mbunge wa waziri wa elimu katika serikali ya awamu ya kwanza
common_voice_sw_33208742.mp3,demba tukani sawa katika suala hili
common_voice_sw_30626345.mp3,hurumah alitoa nguru kwajili ya kwekuja uongoza kaifa
common_voice_sw_30669737.mp3,hu nkrumah yaanzisha mpango mingi ya kuendeleza gha na kiuta maduni
common_voice_sw_30632093.mp3,vilele chado ni mlima lugombero
common_voice_sw_30632279.mp3,wapendo wajuji c vya dhidi ya klo zis
common_voice_sw_28801156.mp3,njia ya maneno
common_voice_sw_37222692.mp3,u umoja wa mataifa wa serikali
common_voice_sw_35146959.mp3,na ku familia ambazo zimeteza ndugu na nyama zao
common_voice_sw_35250185.mp3,hadhamu kuchesangi wa kwangesa chazaisha cchi
common_voice_sw_35250288.mp3,anaonyeshi namakachara ma fdhi marabu hakufurahia kundakwa nchi kenye hatarithi yake
common_voice_sw_35250483.mp3,mbivyozama miaka zi wa saidi
common_voice_sw_35250544.mp3,kulipondaa wanya mdogo ambao sawatufaluke waya kwaju
common_voice_sw_35250580.mp3,kati moja au mitu mingi
common_voice_sw_30443829.mp3,0
common_voice_sw_30446860.mp3,wanajamii wengi walipoteza maisha kwa hiyo nguvu ka zipambo kuhusiano kiku
common_voice_sw_30446938.mp3,ngamana miwilitangulia kutataja washuriki pia waturuto
common_voice_sw_31290549.mp3,bagamoyo ni aina kubwa sana ha tanzania hutokana na kujipatia umaarufu kufuatia miti mbalimba
common_voice_sw_31290641.mp3,nilipuko uliotokea afu mwenye kilele cha tisasa
common_voice_sw_36390550.mp3,alituambiambaonyesha kutiazana na jambo hilo
common_voice_sw_34992083.mp3,askari wa kiafrika hasa kutoka subani mia tatu na ishirini
common_voice_sw_34992237.mp3,maambu za mpango na mizinga midogo midogo
common_voice_sw_34992800.mp3,nyama za watu kamevyosemekana rais wa v zie kubutia pesha nidhi maafisa ya serikali
common_voice_sw_34993104.mp3,mahatimaye kujangwa mamlalaka ya kijeshi na kisiasa kama wazirile
common_voice_sw_34994077.mp3,mkwa huu unanekana kulenga fiyesta maana kipindi ambacho ilikuwa na mgogoro wa kikundi
common_voice_sw_34995568.mp3,hatahiibubedia atangazo hi leo
common_voice_sw_35989835.mp3,kuweka mahusiano kati ya uingereza
common_voice_sw_35021914.mp3,he wasafi kuimarisha uwezo wa sekazuri kushiriki na kuchangia
common_voice_sw_35022049.mp3,pia mlango mwenyeji yataliza ufanya si pasimu ma nyingi
common_voice_sw_30068437.mp3,sija kitu chochote kwa sababu ya si chakula cha kilimoma
common_voice_sw_30068440.mp3,hufanya hi migumu kwa mwili kuponesha na kinga ya mwili kushuka
common_voice_sw_30068565.mp3,kwa hiyo hapo awali kulikuwa na nchi vyaitwa tanganyika
common_voice_sw_30068763.mp3,fviana aliweka viti vyakepembele na kunzisha safariine
common_voice_sw_36411136.mp3,wanalamashatitakuwa kune wa maadui na kusonde ki
common_voice_sw_36554779.mp3,sho alini leolizasha tombo kuwa anataka benda kufatadini katikaka
common_voice_sw_36554892.mp3,lakinita hivyo waandishi wakati kutumia vyema anamu sa katika jikenga taifa kwa ambato
common_voice_sw_36555018.mp3,aliju kamajimbotu kinanafanyika nyingine lenyesasili katika kuku ku ukimumba nache wengi
common_voice_sw_35681445.mp3,amani moni nani
common_voice_sw_35682396.mp3,samakiji ni ndishakulara na pili
common_voice_sw_35682464.mp3,watoto wamerudi kutokandi
common_voice_sw_35682531.mp3,tujifunza kwatara mbili
common_voice_sw_30621623.mp3,misemo hiyo ni mvua na masikata ambazonyesha kuanzia mwezi machi hadi me
common_voice_sw_30621837.mp3,haki ime te niina yake
common_voice_sw_30621964.mp3,ki kipindi cha kauusi ni kizuri
common_voice_sw_31292631.mp3,alinda ofisi ya uchaguzi wa jimbo la akalipa shirikalini ku uhuru ka
common_voice_sw_31292754.mp3,ko pia ni kutumizi
common_voice_sw_37223912.mp3,na kitu kamati ni sijawahi shula maraisle yambalome
common_voice_sw_37224448.mp3,wengine wanaweza kuwa mrefuza watu kumbalia zanua
common_voice_sw_37058246.mp3,akaka abari hii nana mita unaki kwanga
common_voice_sw_30574373.mp3,atjali hiyo ili ilishwa ulimwehimungu na kusababisha sheria na kanu nyingi
common_voice_sw_35004131.mp3,bodi ya wakurugenzi inasawa na kama asi nne
common_voice_sw_35152715.mp3,jamii ni haina watu
common_voice_sw_35152804.mp3,za kufuasi hao wa mfalme kamadmejitokeza
common_voice_sw_30643715.mp3,na kulipangwa kwa njia ya kinyume kuga
common_voice_sw_36555388.mp3,tutembea katikati ya watu
common_voice_sw_37087120.mp3,msituni bwana usha
common_voice_sw_37088289.mp3,zangu ningu
common_voice_sw_34116084.mp3,ali
common_voice_sw_35988177.mp3,wajua habari ya mambo haya na wameagizwa
common_voice_sw_28258914.mp3,kwa kawaida wa majibu maku makubwa katika bneo ya viwanda vya vili vya vijiji
common_voice_sw_28258921.mp3,huda watoto wa tatatu
common_voice_sw_28259000.mp3,kifo cha wake ni kijimbe cha gebu
common_voice_sw_35639783.mp3,wakaendasha baki leo
common_voice_sw_28725387.mp3,lengo la msingi la mwanafunzi ni kwa ujumlamla kutokana na uzoefu wake
common_voice_sw_28725435.mp3,a ni mkoa mkubwa wa kabisa katika uturuki kieneo
common_voice_sw_28725437.mp3,aina hii ni risasi ya kijeshi
common_voice_sw_30628227.mp3,tasi majaliwa ni ugonge wa luangwa
common_voice_sw_30637836.mp3,kima puju anaweza kukaa kwa miezi mitanono bila kunywa maji
common_voice_sw_30637840.mp3,ha uchaguzi mkuu umefika
common_voice_sw_30637852.mp3,kwa safirichi za mbali kwa namna yotelikiwemo kufundisha kili au kujimisha
common_voice_sw_34115983.mp3,kwasikiliza mianatamani kulingisha mwezi wazeesindwa
common_voice_sw_34116229.mp3,ni la nani saba
common_voice_sw_30718000.mp3,ka katika shule ya msingi kila icho maangukati wa mkutano wa shule
common_voice_sw_30718960.mp3,maporomoko ya makero ni moja kati ya maporomoko hiyopo mkoani kilimanjaro
common_voice_sw_30719401.mp3,huchumi wa jiji la tambo unategemea shughuli za viwanda biashara ndomondo
common_voice_sw_37217934.mp3,unaweza kukeazobabu za za kimikali kwenye pna walimachimbazi
common_voice_sw_37218700.mp3,watu wale wahisiribukea ili ja kwa wacha ta lakini aliweza mamba
common_voice_sw_37222994.mp3,biket na mwezi zaidi mabu
common_voice_sw_37216743.mp3,singwa anazungumza katika sherehe ya kwandas kwandas askarilfu
common_voice_sw_37217141.mp3,mwaka elfu moja mia ti sita na arobaini na sita nafisa uingereza wa jeshi
common_voice_sw_37221111.mp3,wanaendelea kuchunguzwa da wanaishi kutoka nje nchi ye
common_voice_sw_37221625.mp3,pianye kupungusa madili wagana ambayomezuribisa
common_voice_sw_37222050.mp3,to tofauti kati ya wakiwa habari natia nisha za kundolewa
common_voice_sw_33335825.mp3,walipata mashindano na machifu wa wa a wa jirani na
common_voice_sw_33336028.mp3,u ukuli wa mjini ni sehemu ya mitaga na mbalimbali
common_voice_sw_35146012.mp3,jacob waliendelea kumganganya mabeki kwa mwanamke nisaidia kuondoka nyuondoka na mtoto wake
common_voice_sw_35146335.mp3,tupomzungumzia cristiano ronaldo messine davi
common_voice_sw_35146407.mp3,kapa ali timu ja moi
common_voice_sw_35146550.mp3,mazo ya redio ya inahusisha matangazi mapi
common_voice_sw_35146568.mp3,vyama vya wafanya kazi inategemea kufanya maandamano mengine tareheishiyohnra
common_voice_sw_35146737.mp3,waneno kiswahili husaidiana na washiriki
common_voice_sw_31384640.mp3,katika mkoa wa dar es salaam zipola ya tanga
common_voice_sw_35991009.mp3,licha ya watu mdogo ni m mmoja wawapo
